,Unnamed: 0,5_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Tree Tag_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,5_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Tree Tag_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO,Unnamed: 0_angelo,Extraction Method_angelo,Unnamed: 0_conger,Extraction Method_conger
337,40,701.0,702.0,A303-1,3/6/16,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-48.8,645,-7.8,1,,,,,,,,,0.0,2016-03-06 12:30:00,702.0,703.0,C303-1,12:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-42.5,645,-7.21,1,,,,,,,,,0.0,2016-03-06 12:20:00,0 days 00:05:00,2016-03-06 12:35:00,-45.65,-7.505,13828.902999999733,1804.924,1847.1134,2016.0,2016.0,78.51140000000669,-38.00862229102228,-6.850657120743104,,,,
338,41,703.0,704.0,A304-1,3/7/16,14:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-55.5,645,-8.83,2,,,,,,,,,0.0,2016-03-07 14:05:00,704.0,705.0,C304-1,14:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-49.9,645,-8.14,2,,,,,,,,,0.0,2016-03-07 14:15:00,-1 days +23:55:00,2016-03-07 14:00:00,-52.7,-8.485,13878.07739999973,1854.0984000000003,1896.2878000000003,2016.0,2016.0,49.17439999999624,-38.39826702833092,-6.894003164557032,,,,
339,42,705.0,706.0,A305-1,3/9/16,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-30.9,645,-5.14,2,,,,,,,,,0.0,2016-03-09 11:05:00,706.0,707.0,C305-1,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-28.9,645,-5.25,2,,,,,,,,,0.0,2016-03-09 11:15:00,-1 days +23:55:00,2016-03-09 11:00:00,-29.9,-5.195,13894.00319999972,1870.0242000000003,1912.2136000000005,2016.0,2016.0,15.925799999989977,-38.32589272374186,-6.879533841326835,,,,
340,43,707.0,708.0,A306-1,3/10/16,13:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-26.1,645,-5.22,2,,,,,,,,,0.0,2016-03-10 13:45:00,708.0,709.0,C306-1,13:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-24.4,645,-5.06,2,,,,,,,,,0.0,2016-03-10 13:55:00,-1 days +23:55:00,2016-03-10 13:40:00,-25.25,-5.14,13963.294399999715,1939.3154,1981.5048,2016.0,2016.0,69.29119999999602,-37.85869471257804,-6.8173807808673805,,,,
341,44,709.0,710.0,A307-1,3/12/16,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-52.7,645,-8.22,2,,,,,,,,,0.0,2016-03-12 11:05:00,710.0,711.0,C307-1,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-44.3,645,-7.48,2,,,,,,,,,0.0,2016-03-12 11:15:00,-1 days +23:55:00,2016-03-12 11:00:00,-48.5,-7.85,14026.159399999711,2002.1804,2044.3698,2016.0,2016.0,62.864999999996144,-38.19281328495733,-6.849803237510535,,,,
342,45,711.0,712.0,A308-1,3/13/16,13:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-33.9,645,-6.23,2,,,,,,,,,0.0,2016-03-13 13:45:00,712.0,713.0,C308-1,13:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-27.8,645,-5.59,2,,,,,,,,,0.0,2016-03-13 13:35:00,0 days 00:05:00,2016-03-13 13:50:00,-30.85,-5.91,14125.625799999716,2101.6468000000004,2143.8362,2016.0,2016.0,99.4664000000048,-37.84529380483965,-6.80532438181341,,,,
343,46,713.0,714.0,A309-1,3/14/16,15:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-23.9,645,-4.02,2,,,,,,,,,0.0,2016-03-14 15:00:00,714.0,715.0,C309-1,15:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-21.0,645,-3.87,2,,,,,,,,,0.0,2016-03-14 15:10:00,-1 days +23:55:00,2016-03-14 14:55:00,-22.45,-3.945,14164.462399999711,2140.4834,2182.6728000000003,2016.0,2016.0,38.836599999996906,-37.56596397337212,-6.753427098290101,,,,
344,47,715.0,716.0,A310-1,3/25/16,9:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-27.4,645,-5.48,2,,,,,,,,,0.0,2016-03-25 09:45:00,716.0,717.0,C310-1,9:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-26.2,645,-5.36,2,,,,,,,,,0.0,2016-03-25 09:55:00,-1 days +23:55:00,2016-03-25 09:40:00,-26.8,-5.42,14277.602199999712,2253.6232000000005,2295.8126,2016.0,2016.0,113.139799999999,-37.02547476880827,-6.686484374584055,,,,
345,48,717.0,718.0,A311-1,4/15/16,11:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-40.3,645,-6.96,2,,,,,,,,,0.0,2016-04-15 11:15:00,718.0,719.0,C311-1,11:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-37.3,645,-6.29,2,,,,,,,,,0.0,2016-04-15 11:20:00,-1 days +23:57:30,2016-04-15 11:12:30,-38.8,-6.625,14304.14519999971,2280.1662,2322.3556000000003,2016.0,2016.0,26.542999999997846,-37.046131694260254,-6.685768646162774,,,,
346,49,719.0,720.0,A312-1,4/24/16,7:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-43.1,645,-7.12,2,,,,,,,,,0.0,2016-04-24 07:30:00,720.0,721.0,C312-1,7:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-39.3,645,-6.5,2,,,,,,,,,0.0,2016-04-24 07:40:00,-1 days +23:55:00,2016-04-24 07:25:00,-41.2,-6.8100000000000005,14363.936799999705,2339.9578,2382.1472000000003,2016.0,2016.0,59.791599999995015,-37.15227310937016,-6.688943058716751,,,,
347,51,853.0,854.0,A 20160507 A313-1,5/7/16,15:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,486,-40.2,661,-5.6,5,,,,,,,,,0.0,2016-05-07 15:30:00,852.0,853.0,C 20160507 C313-1 1540,15:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,486,-37.3,661,-5.39,5,,,,,,,,,0.0,2016-05-07 15:40:00,-1 days +23:55:00,2016-05-07 15:25:00,-38.75,-5.494999999999999,14377.6273999997,2353.6484000000005,2395.8378,2016.0,2016.0,13.690599999994449,-37.16156669789802,-6.681998182481344,,,,
348,1433,,,,5/19/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-19 13:45:00,850.0,851.0,C 20160519 C315-1 1345,13:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,yes,,,486,-41.6,661,-6.78,5,,,,,,,,,0.0,2016-05-19 13:45:00,0 days 00:00:00,2016-05-19 13:45:00,-41.6,-6.78,14379.862599999698,2355.8836,2398.0730000000003,2016.0,2016.0,2.235199999999168,-37.16577776593078,-6.682091164011721,,,,
349,52,854.0,855.0,A 20160523 A314-1 1155,5/23/16,11:55,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,486,-48.7,661,-7.03,5,,,,,,,,,0.0,2016-05-23 11:55:00,855.0,856.0,C 20160523 C314-1 1145,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,486,-40.7,661,-6.1,5,,,,,,,,,0.0,2016-05-23 11:45:00,0 days 00:05:00,2016-05-23 12:00:00,-44.7,-6.565,14393.273799999688,2369.2948,2411.4842000000003,2016.0,2016.0,13.411199999989549,-37.20842461647275,-6.681428379026588,,,,
350,50,851.0,852.0,A 20160619 A315-1 1335,6/19/16,13:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,486,-10.6,661,5.11,5,,,,,,,,,0.0,2016-06-19 13:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-19 13:35:00,0 days 00:00:00,2016-06-19 13:35:00,-10.6,5.11,14419.257999999683,2395.2790000000005,2437.4684,2016.0,2016.0,25.984199999997145,-36.91977405554881,-6.553513913410557,,,,
351,54,1447.0,1448.0,A 20161003 A316-1 1120,10/3/16,11:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-32.8,GB674,-6.78,"Box 6, Bag 30",,,,,,,,,0.0,2016-10-03 11:20:00,1450.0,1451.0,C 20161003 C316-1 1130,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-29.2,GB674,-6.4,"Box 6, Bag 30",,,,,,,,,0.0,2016-10-03 11:30:00,-1 days +23:55:00,2016-10-03 11:15:00,-31.0,-6.59,14441.889399999676,22.0726,22.0726,2017.0,2017.0,22.63139999999112,-31.0,-6.59,,,,
352,58,1456.0,1457.0,A 20161014 A317-1 1045,10/14/16,10:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-21.3,GB674,-4.7,"Box 7, Bag 31",,,,,,,,,0.0,2016-10-14 10:45:00,1453.0,1454.0,C 20161014 C317-1 1055,10:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-22.0,GB674,-4.89,"Box 7, Bag 31",,,,,,,,,0.0,2016-10-14 10:55:00,-1 days +23:55:00,2016-10-14 10:40:00,-21.65,-4.795,14555.046399999665,135.2296,135.2296,2017.0,2017.0,113.15699999998652,-23.208333333332977,-5.094166666666599,,,,
353,59,1457.0,1458.0,A 20161016 A318-1 1105,10/16/16,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-25.0,GB674,-5.3,"Box 7, Bag 31",,,,,,,,,0.0,2016-10-16 11:05:00,1442.0,1443.0,C 20161016 C318-1 1115,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-19.8,GB674,-4.51,"Box 6, Bag 30",,,,,,,,,0.0,2016-10-16 11:15:00,-1 days +23:55:00,2016-10-16 11:00:00,-22.4,-4.904999999999999,14595.559399999658,175.7426,175.7426,2017.0,2017.0,40.51299999999537,-23.022583201267548,-5.050697305863654,,,,
354,60,1458.0,1459.0,A 20161017 A319-1 1035,10/17/16,10:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-26.7,GB674,-6.13,"Box 7, Bag 31",,,,,,,,,0.0,2016-10-17 10:35:00,1454.0,1455.0,C 20161017 C319-1 1045,10:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-21.2,GB674,-5.61,"Box 7, Bag 31",,,,,,,,,0.0,2016-10-17 10:45:00,-1 days +23:55:00,2016-10-17 10:30:00,-23.95,-5.87,14645.571999999653,225.75520000000003,225.75520000000003,2017.0,2017.0,50.01259999999456,-23.22753086419732,-5.231753086419717,,,,
355,61,1460.0,1461.0,A 20161018 A320-1 1545,10/18/16,15:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-25.0,GB674,-5.92,"Box 7, Bag 31",,,,,,,,,0.0,2016-10-18 15:45:00,1445.0,1446.0,C 20161018 C320-1 1555,15:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-21.9,GB674,-5.45,"Box 6, Bag 30",,,,,,,,,0.0,2016-10-18 15:55:00,-1 days +23:55:00,2016-10-18 15:40:00,-23.45,-5.6850000000000005,14660.380199999649,240.56340000000003,240.56340000000003,2017.0,2017.0,14.80819999999403,-23.241193511007907,-5.259588644264153,,,,
356,1434,,,,10/24/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-24 13:10:00,1459.0,1460.0,C 20161024 C321-1 1310,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-38.4,GB674,-7.15,"Box 7, Bag 31",,,,,,,,,0.0,2016-10-24 13:10:00,0 days 00:00:00,2016-10-24 13:10:00,-38.4,-7.15,14694.187599999645,274.37080000000003,274.37080000000003,2017.0,2017.0,33.80739999999787,-25.105233739837377,-5.4920477642276255,,,,
357,55,1451.0,1452.0,A 20161026 A322-1 1300,10/26/16,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-16.1,GB674,-3.9,"Box 6, Bag 30",,,,,,,,,0.0,2016-10-26 13:00:00,1463.0,1464.0,C 20161016 C322-1 1310,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-15.5,GB674,-3.93,"Box 7, Bag 32",,,,,,,,,0.0,2016-10-26 13:10:00,-1 days +23:55:00,2016-10-26 12:55:00,-15.8,-3.915,14733.303599999645,313.4868,313.4868,2017.0,2017.0,39.11599999999817,-23.946218861209843,-5.295618327402104,,,,
358,53,1443.0,1444.0,A 20161027 A323-1 1310,10/27/16,13:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-37.9,GB674,-6.58,"Box 6, Bag 30",,,,,,,,,0.0,2016-10-27 13:10:00,1464.0,1465.0,C 20161027 C323-1 1300,13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-35.6,GB674,-6.65,"Box 7, Bag 32",,,,,,,,,0.0,2016-10-27 13:00:00,0 days 00:05:00,2016-10-27 13:15:00,-36.75,-6.615,14783.316199999652,363.4994,363.4994,2017.0,2017.0,50.01260000000912,-25.705141980046424,-5.476868764389892,,,,
359,56,1452.0,1453.0,A 20161020 A323-1 1600,10/29/16,16:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-51.6,GB674,-8.26,"Box 7, Bag 31",,,,,,,,,0.0,2016-10-29 16:00:00,1448.0,1449.0,C 20161029 C324-1 1610,16:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-50.1,GB674,-8.15,"Box 6, Bag 30",,,,,,,,,0.0,2016-10-29 16:10:00,-1 days +23:55:00,2016-10-29 15:55:00,-50.85,-8.205,14808.462199999643,388.64540000000005,388.64540000000005,2017.0,2017.0,25.145999999991545,-27.329720028714988,-5.653129935391222,,,,
360,57,1455.0,1456.0,A 20161030 to 20161115 A325-1 0940,11/15/16,9:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-36.4,GB674,-6.88,"Box 7, Bag 31",,,,,,,,,0.0,2016-11-15 09:40:00,1444.0,1445.0,C 20161030 to 20161115 C325-1 0950,9:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-33.8,GB674,-6.55,"Box 6, Bag 30",,,,,,,,,0.0,2016-11-15 09:50:00,-1 days +23:55:00,2016-11-15 09:35:00,-35.099999999999994,-6.715,15017.73279999964,597.916,597.916,2017.0,2017.0,209.270599999998,-30.04677871148475,-6.024437441643335,,,,
361,63,1462.0,1463.0,A 20161119 A326-1 1405,11/19/16,14:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-27.9,GB674,-5.95,"Box 7, Bag 32",,,,,,,,,0.0,2016-11-19 14:05:00,1446.0,1447.0,C 20161119 C326-1 1415,14:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-24.7,GB674,-5.72,"Box 6, Bag 30",,,,,,,,,0.0,2016-11-19 14:15:00,-1 days +23:55:00,2016-11-19 14:00:00,-26.3,-5.835,15051.260799999638,631.4440000000001,631.4440000000001,2017.0,2017.0,33.52799999999661,-29.84801061007973,-6.014387709991169,,,,
362,62,1461.0,1462.0,A 20161120 C327-1 1100,11/20/16,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-28.3,GB674,-4.87,"Box 7, Bag 31",,,,,,,,,0.0,2016-11-20 11:00:00,1449.0,1450.0,C 20161120 C327-1 1110,11:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD499,-24.6,GB674,-5.66,"Box 6, Bag 30",,,,,,,,,0.0,2016-11-20 11:10:00,-1 days +23:55:00,2016-11-20 10:55:00,-26.450000000000003,-5.265000000000001,15077.803799999634,657.9870000000001,657.9870000000001,2017.0,2017.0,26.542999999996027,-29.711052184981067,-5.984183283835397,,,,
363,73,1871.0,1872.0,A20161121 to 20161206 A328-3 1420,11/21/16,14:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,Sample collected from 11/21/16 to 12/6/16,,,,HD505,-68.6,GB680,-10.79,"Box 9, Bag 69",,,,,,,,,0.0,2016-11-21 14:20:00,1885.0,1886.0,C20161121 to 20161206 C328-3 1420,14:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,Sample collected from 11/21/16 to 12/06/16,,,,HD505,-62.3,GB680,-10.17,"Box 9, Bag 70",,,,,,,,,0.0,2016-11-21 14:20:00,0 days 00:00:00,2016-11-21 14:20:00,-65.44999999999999,-10.48,15080.038999999631,660.2222,660.2222,2017.0,2017.0,2.235199999999168,-29.831945031712596,-5.999391120507408,,,,
364,79,1887.0,1888.0,A20161208 A329-3 1505,12/8/16,15:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-59.7,GB680,-8.95,"Box 9, Bag 70",,,,,,,,,0.0,2016-12-08 15:05:00,1881.0,1882.0,C20161208 C329-2 1515,15:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-50.5,GB680,-7.86,"Box 9, Bag 70",,,,,,,,,0.0,2016-12-08 15:15:00,-1 days +23:55:00,2016-12-08 15:00:00,-55.1,-8.405,15241.252799999613,821.4360000000001,821.4360000000001,2017.0,2017.0,161.2137999999777,-34.78764445955118,-6.471191366417386,,,,
365,85,2053.0,2054.0,A 20161209 A330-1 1315,12/9/16,13:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-39.6,GB685,-6.06,"Box 10, Box 87",,,,,,,,,0.0,2016-12-09 13:15:00,2042.0,2043.0,C 20161209 C330-1 1325,13:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-38.4,GB685,-5.87,"Box 10, Bag 86",,,,,,,,,0.0,2016-12-09 13:25:00,-1 days +23:55:00,2016-12-09 13:10:00,-39.0,-5.965,15259.134399999595,839.3176000000001,839.3176000000001,2017.0,2017.0,17.881599999984246,-34.87732867598117,-6.460414171656678,,,,
366,83,2048.0,2049.0,A 20161210 A331-1 1400,12/10/16,14:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-63.9,GB685,-9.21,"Box 10, Box 87",,,,,,,,,0.0,2016-12-10 14:00:00,2055.0,2056.0,C 20161210 221-1 1410,14:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-62.7,GB685,-9.12,"Box 10, Box 87",,,,,,,,,0.0,2016-12-10 14:10:00,-1 days +23:55:00,2016-12-10 13:55:00,-63.3,-9.165,15391.569999999598,971.7532,971.7532,2017.0,2017.0,132.43560000000252,-38.74869252873587,-6.828797413793136,,,,
367,77,1883.0,1884.0,A20161214 A332-2 1055,12/14/16,10:55,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-31.8,GB680,-5.63,"Box 9, Bag 70",,,,,,,,,0.0,2016-12-14 10:55:00,1882.0,1883.0,C20161214 C332-3 1055,10:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-30.0,GB680,-5.69,"Box 9, Bag 70",,,,,,,,,0.0,2016-12-14 10:55:00,0 days 00:00:00,2016-12-14 10:55:00,-30.9,-5.66,15433.4799999996,1013.6632,1013.6632,2017.0,2017.0,41.91000000000349,-38.42436639118476,-6.780500000000024,,,,
368,91,2063.0,2064.0,A 20161215 A333-1 1235,12/15/16,12:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-46.8,GB685,-7.7,"Box 10, Box 88",,,,,,,,,0.0,2016-12-15 12:35:00,2057.0,2058.0,C 20161215 C333-1 1245,12:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-54.6,GB685,-8.69,"Box 10, Box 87",,,,,,,,,0.0,2016-12-15 12:45:00,-1 days +23:55:00,2016-12-15 12:30:00,-50.7,-8.195,15569.547799999613,1149.7310000000002,1149.7310000000002,2017.0,2017.0,136.0678000000098,-39.87645129949028,-6.947821229050323,,,,
369,86,2054.0,2055.0,A 20161223 A334-1 1405,12/23/16,14:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-92.4,GB685,-12.99,"Box 10, Box 87",,,,,,,,,0.0,2016-12-23 14:05:00,1878.0,1879.0,C20161223 C344-2 1415,14:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-89.3,GB680,-12.45,"Box 9, Bag 70",,,,,,,,,0.0,2016-12-23 14:15:00,-1 days +23:55:00,2016-12-23 14:00:00,-90.85,-12.72,15629.618799999616,1209.802,1209.802,2017.0,2017.0,60.07100000000537,-42.406301939058885,-7.234298245614119,,,,
370,78,1884.0,1885.0,A20170104 A335-2 1135,1/4/17,11:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-48.2,GB680,-9.1,"Box 9, Bag 70",,,,,,,,,0.0,2017-01-04 11:35:00,2062.0,2063.0,C 20170104 C335-1 1145,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-57.9,GB685,-9.11,"Box 10, Box 88",,,,,,,,,0.0,2017-01-04 11:45:00,-1 days +23:55:00,2017-01-04 11:30:00,-53.05,-9.105,15722.100199999604,1302.2834000000005,1302.2834000000005,2017.0,2017.0,92.48139999998784,-43.1618378726148,-7.367088784044675,,,,
371,80,2041.0,2042.0,A 20170107 A336-1 1305,1/7/17,13:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-93.2,GB685,-12.4,"Box 10, Bag 86",,,,,,,,,0.0,2017-01-07 13:05:00,2051.0,2052.0,C 20170107 C336-1 1315,13:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-85.5,GB685,-11.86,"Box 10, Box 87",,,,,,,,,0.0,2017-01-07 13:15:00,-1 days +23:55:00,2017-01-07 13:00:00,-89.35,-12.13,15764.568999999608,1344.7522,1344.7522,2017.0,2017.0,42.468800000002375,-44.61990654205683,-7.517444444444528,,,,
372,88,2060.0,2061.0,A 20170108 A337-1 1150 (20170117),1/8/17,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-46.1,GB685,-7.64,"Box 10, Box 88",,,,,,,,,0.0,2017-01-08 11:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-08 11:50:00,0 days 00:00:00,2017-01-08 11:50:00,-46.1,-7.64,15848.109599999609,1428.2928000000002,1428.2928000000002,2017.0,2017.0,83.54060000000209,-44.70644309738046,-7.524609894407589,,,,
373,89,2061.0,2062.0,A 20170109 A338-1 1150 (20170117),1/9/17,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-45.9,GB685,-7.6,"Box 10, Box 88",,,,,,,,,0.0,2017-01-09 11:50:00,1880.0,1881.0,C20170109 C338-2 1200(20170117),12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-43.1,GB680,-7.35,"Box 9, Bag 70",,,,,,,,,0.0,2017-01-09 12:00:00,-1 days +23:55:00,2017-01-09 11:45:00,-44.5,-7.475,15897.283999999609,1477.4672000000005,1477.4672000000005,2017.0,2017.0,49.17439999999806,-44.69957466918784,-7.52295935727796,,,,
374,75,1875.0,1876.0,A20170110 A339-3 1150(20170117),1/10/17,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,Sample may have been collected from 1/10/17 to 1/17/17,,,,HD505,-45.2,GB680,-7.61,"Box 9, Bag 69",,,,,,,,,0.0,2017-01-10 11:50:00,1876.0,1877.0,C20170110 C339-2 1200(20170117),12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,Sample may have been collected from 1/10/17 to 1/17/17,,,,HD505,-42.1,GB680,-7.33,"Box 9, Bag 69",,,,,,,,,0.0,2017-01-10 12:00:00,-1 days +23:55:00,2017-01-10 11:45:00,-43.650000000000006,-7.470000000000001,16032.234199999612,1612.4174000000005,1612.4174000000005,2017.0,2017.0,134.9502000000066,-44.61176164905657,-7.518528494716854,,,,
